LoanID,Branch,DisbursementDate,LoanType,SanctionedAmount,OutstandingAmount,DPD,InterestRate,CollateralCoverage,Status
LN-100316,Danapur,2021-01-05,Auto,699236,476464,0,11.14,1.12,Standard
LN-100317,Muzaffarpur,2025-06-14,Personal,183540,138037,0,14.87,0.0,Standard
LN-100318,Boring Road,2019-07-13,Home,2000976,1750989,0,8.07,1.6,Standard
LN-100319,Gaya,2019-12-19,Auto,1114869,891577,0,12.0,1.07,Standard
LN-100320,Bhagalpur,2023-10-03,Personal,165763,66962,0,14.86,0.0,Standard
LN-100321,Patna Main,2024-01-29,Personal,437244,373115,0,14.35,0.0,Standard
LN-100322,Patna Main,2024-06-28,Home,2946984,2407540,0,9.9,1.51,Standard
LN-100323,Danapur,2021-08-24,Business,2691083,1206191,0,12.93,1.22,Standard
LN-100324,Bhagalpur,2022-06-26,Home,2256384,1062411,0,9.34,1.25,Standard
LN-100325,Kankarbagh,2022-12-10,Home,1813811,1653300,65,9.77,1.48,SMA-2
LN-100326,Kankarbagh,2025-02-23,Home,1809866,1518904,0,9.35,1.37,Standard
LN-100327,Hajipur,2021-04-25,Home,2734324,1623257,0,8.02,1.24,Standard
LN-100328,Boring Road,2022-06-19,Auto,345504,143853,7,10.32,1.08,SMA-0
LN-100329,Bhagalpur,2019-10-22,Auto,896834,404344,0,11.98,0.95,Standard
LN-100330,Bhagalpur,2025-04-27,Business,1204406,661261,0,12.91,1.12,Standard
LN-100331,Hajipur,2020-01-08,Auto,1121953,398272,0,11.31,1.15,Standard
LN-100332,Kankarbagh,2021-01-30,Home,916050,483481,35,8.2,1.59,SMA-1
LN-100333,Muzaffarpur,2021-01-25,Personal,212712,116142,0,13.64,0.0,Standard
LN-100334,Patna Main,2021-11-04,Auto,877906,748584,0,10.21,1.01,Standard
LN-100335,Kankarbagh,2024-07-17,Business,3882474,3560074,0,12.99,1.17,Standard
LN-100336,Boring Road,2023-07-03,Personal,378463,163867,66,14.96,0.0,SMA-2
LN-100337,Gaya,2019-01-12,Business,4521510,3543825,0,11.29,1.03,Standard
LN-100338,Patna Main,2022-10-19,Home,1031937,621974,0,9.33,1.22,Standard
LN-100339,Danapur,2025-04-26,Business,1879630,662600,0,11.94,1.26,Standard
LN-100340,Gaya,2020-09-24,Personal,320941,299367,0,14.92,0.0,Standard
LN-100341,Hajipur,2022-09-19,Personal,475275,372455,0,14.13,0.0,Standard
LN-100342,Patna Main,2022-05-10,Auto,686545,506955,0,11.7,1.22,Standard
LN-100343,Gaya,2025-06-29,Home,2676300,1172623,0,8.72,1.35,Standard
LN-100344,Danapur,2021-01-09,Home,2651231,1109678,0,9.1,1.6,Standard
LN-100345,Danapur,2021-10-27,Home,1863212,861780,0,9.11,1.49,Standard
LN-100346,Gaya,2025-05-10,Home,1274031,1140961,0,9.36,1.22,Standard
LN-100347,Boring Road,2020-04-14,Business,1626463,1106544,0,11.92,1.25,Standard
LN-100348,Bhagalpur,2025-04-25,Personal,335369,310558,0,14.55,0.0,Standard
LN-100349,Danapur,2019-06-20,Home,1041401,393997,0,8.92,1.2,Standard
LN-100350,Muzaffarpur,2021-04-05,Home,1368726,1208827,0,8.34,1.43,Standard
LN-100351,Hajipur,2019-02-17,Personal,228989,181277,0,13.25,0.0,Standard
LN-100352,Muzaffarpur,2024-06-25,Auto,1073061,605395,0,10.2,0.95,Standard
LN-100353,Hajipur,2021-09-20,Personal,471014,174505,0,13.71,0.0,Standard
LN-100354,Patna Main,2020-04-10,Personal,61158,42739,0,13.98,0.0,Standard
LN-100355,Gaya,2022-04-02,Home,1883899,1285851,0,9.67,1.56,Standard
LN-100356,Bhagalpur,2022-01-05,Personal,181209,138391,0,13.03,0.0,Standard
LN-100357,Patna Main,2019-05-10,Auto,458265,293465,0,10.15,1.2,Standard
LN-100358,Kankarbagh,2024-05-02,Personal,388001,227190,0,14.39,0.0,Standard
LN-100359,Danapur,2019-11-07,Auto,540343,387160,0,10.62,1.05,Standard
LN-100360,Bhagalpur,2024-03-30,Home,983106,827291,0,8.78,1.33,Standard
LN-100361,Bhagalpur,2021-07-17,Auto,306278,196037,0,11.75,0.94,Standard
LN-100362,Hajipur,2019-09-18,Personal,380759,221091,69,13.71,0.0,SMA-2
LN-100363,Boring Road,2019-05-20,Personal,356400,336908,0,14.74,0.0,Standard
LN-100364,Kankarbagh,2021-09-02,Business,1330409,690416,0,12.36,1.33,Standard
LN-100365,Gaya,2021-10-01,Auto,1100411,624584,0,10.67,1.05,Standard
LN-100366,Muzaffarpur,2024-05-26,Personal,402192,379288,0,14.79,0.0,Standard
LN-100367,Gaya,2024-01-31,Business,3429603,1622947,0,12.14,1.17,Standard
LN-100368,Muzaffarpur,2022-06-17,Auto,477124,208164,0,10.15,1.02,Standard
LN-100369,Muzaffarpur,2022-12-18,Home,1135678,604797,0,9.94,1.6,Standard
LN-100370,Muzaffarpur,2024-06-07,Personal,428119,167244,0,14.8,0.0,Standard
LN-100371,Patna Main,2022-01-02,Home,1880197,1513737,0,8.44,1.29,Standard
LN-100372,Danapur,2024-08-17,Auto,510079,265027,0,10.48,1.15,Standard
LN-100373,Kankarbagh,2025-06-15,Home,1341125,533211,0,8.01,1.33,Standard
LN-100374,Patna Main,2021-05-19,Home,862943,779870,0,9.3,1.33,Standard
LN-100375,Boring Road,2023-08-24,Auto,1011944,460134,0,11.25,1.2,Standard
LN-100376,Patna Main,2024-03-12,Auto,818373,482623,0,11.85,1.22,Standard
LN-100377,Boring Road,2020-10-03,Personal,214331,182386,84,13.04,0.0,SMA-2
LN-100378,Kankarbagh,2022-11-10,Home,1176933,667363,0,9.31,1.42,Standard
LN-100379,Patna Main,2024-05-10,Personal,223455,161157,0,14.55,0.0,Standard
LN-100380,Hajipur,2025-04-09,Auto,1110136,859045,0,10.26,1.03,Standard
LN-100381,Danapur,2023-01-24,Home,2795497,2335689,0,8.8,1.25,Standard
LN-100382,Kankarbagh,2025-02-03,Agri,129309,54741,0,7.52,1.0,Standard
LN-100383,Patna Main,2020-10-25,Personal,436713,377063,24,13.7,0.0,SMA-0
LN-100384,Gaya,2022-11-10,Personal,281503,182797,0,13.92,0.0,Standard
LN-100385,Gaya,2019-09-26,Auto,327758,258939,0,11.35,1.2,Standard
LN-100386,Danapur,2023-03-19,Auto,539197,321338,0,10.06,1.25,Standard
LN-100387,Hajipur,2022-08-28,Home,2619465,1473665,0,8.6,1.51,Standard
LN-100388,Hajipur,2024-05-09,Agri,327131,269719,0,8.91,1.11,Standard
LN-100389,Danapur,2024-06-11,Home,2058646,1130026,0,8.32,1.56,Standard
LN-100390,Danapur,2019-08-02,Personal,363310,173386,0,14.7,0.0,Standard
LN-100391,Gaya,2021-01-16,Personal,74216,64420,0,14.73,0.0,Standard
LN-100392,Patna Main,2020-09-14,Agri,412059,343250,0,7.27,1.14,Standard
LN-100393,Gaya,2020-11-22,Auto,827045,337872,0,10.18,1.09,Standard
LN-100394,Danapur,2019-05-15,Auto,997671,877123,0,11.58,1.13,Standard
LN-100395,Patna Main,2020-03-05,Personal,69856,42493,49,13.1,0.0,SMA-1
LN-100396,Gaya,2024-06-19,Business,1041541,439820,0,11.01,1.37,Standard
LN-100397,Bhagalpur,2020-04-05,Home,1420487,962114,0,9.91,1.41,Standard
LN-100398,Hajipur,2021-07-06,Home,1702351,1588705,0,9.41,1.5,Standard
LN-100399,Muzaffarpur,2024-09-14,Home,1928283,724872,0,8.53,1.21,Standard
LN-100400,Gaya,2025-02-25,Auto,343419,232282,0,11.96,1.04,Standard
LN-100401,Kankarbagh,2023-09-13,Business,2753102,1489316,0,11.77,1.16,Standard
LN-100402,Hajipur,2019-01-22,Auto,729887,648766,0,11.39,1.01,Standard
LN-100403,Patna Main,2019-12-22,Personal,176228,131828,0,14.82,0.0,Standard
LN-100404,Patna Main,2022-07-16,Home,2160518,1329703,0,8.95,1.38,Standard
LN-100405,Danapur,2023-04-06,Personal,296733,209308,0,14.65,0.0,Standard
LN-100406,Muzaffarpur,2024-11-25,Business,3677903,1428758,0,11.14,1.12,Standard
LN-100407,Bhagalpur,2021-12-10,Business,2372873,1920208,0,12.72,1.35,Standard
LN-100408,Muzaffarpur,2020-08-04,Auto,918126,443211,0,11.05,0.96,Standard
LN-100409,Bhagalpur,2020-09-16,Personal,476431,359329,0,13.36,0.0,Standard
LN-100410,Gaya,2023-04-11,Agri,783767,294662,0,7.25,0.96,Standard
LN-100411,Bhagalpur,2024-11-10,Home,1854791,1055125,0,9.32,1.41,Standard
LN-100412,Kankarbagh,2024-01-15,Home,2018445,1548166,0,9.52,1.46,Standard
LN-100413,Muzaffarpur,2021-08-31,Home,1347450,892573,0,9.6,1.45,Standard
LN-100414,Muzaffarpur,2025-02-08,Home,1642437,750688,19,8.51,1.31,SMA-0
LN-100415,Gaya,2019-12-30,Home,2637389,1929740,0,9.92,1.27,Standard
LN-100416,Hajipur,2023-03-19,Home,2358682,1840816,0,9.94,1.34,Standard
LN-100417,Kankarbagh,2023-04-28,Auto,936946,526012,0,11.85,1.22,Standard
LN-100418,Bhagalpur,2019-10-17,Home,2361774,1114468,0,8.76,1.22,Standard
LN-100419,Boring Road,2019-04-15,Personal,310361,228362,0,14.19,0.0,Standard
LN-100420,Boring Road,2024-04-23,Auto,784628,479935,0,10.88,0.99,Standard
LN-100421,Gaya,2021-08-09,Auto,836653,297603,0,11.08,1.18,Standard
LN-100422,Danapur,2024-02-27,Agri,408261,331319,0,8.7,0.89,Standard
LN-100423,Patna Main,2024-02-04,Personal,58112,27858,25,14.65,0.0,SMA-0
LN-100424,Kankarbagh,2023-09-08,Home,2207561,845202,0,10.0,1.54,Standard
LN-100425,Hajipur,2019-01-25,Business,1720747,798685,0,12.04,1.09,Standard
LN-100426,Gaya,2025-03-26,Home,2409456,2084967,0,9.36,1.36,Standard
LN-100427,Danapur,2025-01-19,Auto,560594,465956,0,10.26,1.02,Standard
LN-100428,Muzaffarpur,2020-08-01,Home,2367860,1761198,0,8.4,1.34,Standard
LN-100429,Gaya,2019-02-04,Agri,683141,538012,0,8.9,1.01,Standard
LN-100430,Danapur,2022-04-09,Business,796237,659008,0,12.6,1.09,Standard
LN-100431,Danapur,2021-04-15,Personal,288350,226840,0,13.12,0.0,Standard
LN-100432,Bhagalpur,2019-10-22,Auto,970326,419374,0,10.36,1.2,Standard
LN-100433,Hajipur,2021-06-23,Agri,688313,308691,0,8.6,1.05,Standard
LN-100434,Boring Road,2024-03-22,Personal,133338,87968,196,13.4,0.0,NPA
LN-100435,Bhagalpur,2021-11-21,Home,1011018,753540,0,9.37,1.49,Standard
LN-100436,Hajipur,2020-10-17,Home,1037668,446235,0,9.52,1.54,Standard
LN-100437,Muzaffarpur,2022-06-21,Business,3173698,2480609,0,12.1,1.35,Standard
LN-100438,Hajipur,2023-04-06,Home,1768115,653788,0,8.45,1.26,Standard
LN-100439,Gaya,2021-01-23,Personal,99068,43526,0,13.67,0.0,Standard
LN-100440,Boring Road,2021-05-12,Auto,340697,144209,0,10.58,1.26,Standard
LN-100441,Hajipur,2020-01-16,Auto,1086818,960351,0,11.73,1.0,Standard
LN-100442,Hajipur,2024-04-10,Personal,333491,157006,0,14.54,0.0,Standard
LN-100443,Muzaffarpur,2020-02-17,Business,2405710,1274830,0,11.39,1.37,Standard
LN-100444,Muzaffarpur,2024-01-16,Home,2058392,1131871,0,9.48,1.39,Standard
LN-100445,Boring Road,2024-02-07,Home,2050876,1608312,0,9.58,1.23,Standard
LN-100446,Gaya,2020-06-24,Personal,291904,119195,19,14.16,0.0,SMA-0
LN-100447,Boring Road,2023-01-12,Auto,692914,547780,0,10.66,0.99,Standard
LN-100448,Boring Road,2020-03-12,Business,4528604,2294954,0,11.31,1.34,Standard
LN-100449,Hajipur,2025-05-17,Home,1293177,643462,0,8.73,1.41,Standard
LN-100450,Danapur,2021-09-09,Home,2493318,2350758,0,9.78,1.5,Standard
LN-100451,Danapur,2025-05-25,Home,1025084,845314,0,8.17,1.28,Standard
LN-100452,Boring Road,2024-10-23,Home,1908026,1153214,0,8.17,1.24,Standard
LN-100453,Patna Main,2024-10-02,Personal,172640,140696,0,14.64,0.0,Standard
LN-100454,Muzaffarpur,2020-12-16,Home,2214718,829929,0,8.17,1.53,Standard
LN-100455,Danapur,2019-05-13,Business,2033468,1671433,301,11.3,1.05,NPA
LN-100456,Muzaffarpur,2021-06-18,Personal,137627,64993,5,14.42,0.0,SMA-0
LN-100457,Muzaffarpur,2024-07-30,Home,811942,517886,0,9.82,1.41,Standard
LN-100458,Boring Road,2023-02-06,Business,1025475,743565,0,12.3,1.3,Standard
LN-100459,Hajipur,2024-07-25,Agri,711086,660919,0,8.81,0.89,Standard
LN-100460,Gaya,2020-11-05,Personal,486447,368755,0,13.77,0.0,Standard
LN-100461,Boring Road,2024-12-17,Personal,318932,295510,0,13.14,0.0,Standard
LN-100462,Bhagalpur,2021-09-10,Business,2613966,2244050,0,12.12,1.09,Standard
LN-100463,Gaya,2022-11-04,Business,921131,755608,0,12.9,1.32,Standard
LN-100464,Patna Main,2023-10-14,Home,2224349,1985188,0,8.6,1.52,Standard
LN-100465,Hajipur,2023-08-10,Personal,107984,68595,0,13.91,0.0,Standard
LN-100466,Hajipur,2024-03-23,Auto,524035,307254,0,10.67,1.14,Standard
LN-100467,Boring Road,2025-01-13,Agri,296386,182342,0,7.43,1.09,Standard
LN-100468,Muzaffarpur,2022-01-16,Personal,246947,113710,0,14.92,0.0,Standard
LN-100469,Muzaffarpur,2023-06-04,Auto,535091,449215,0,11.91,1.04,Standard
LN-100470,Gaya,2020-10-26,Personal,368026,312224,0,14.05,0.0,Standard
LN-100471,Hajipur,2025-05-04,Home,1535457,763927,0,9.47,1.53,Standard
LN-100472,Kankarbagh,2023-03-23,Personal,339761,272449,0,14.86,0.0,Standard
LN-100473,Gaya,2022-04-26,Business,3989892,2034073,75,12.88,1.15,SMA-2
LN-100474,Patna Main,2023-01-29,Business,1000686,649315,0,11.11,1.27,Standard
LN-100475,Bhagalpur,2024-09-30,Business,1498698,927155,0,11.07,1.34,Standard
LN-100476,Gaya,2025-06-20,Auto,443647,193748,229,10.35,1.1,NPA
LN-100477,Patna Main,2025-02-07,Personal,197257,97651,0,13.84,0.0,Standard
LN-100478,Hajipur,2023-01-15,Agri,780314,451249,418,7.65,1.06,NPA
LN-100479,Danapur,2022-11-23,Business,4658751,3849044,0,12.03,1.34,Standard
LN-100480,Hajipur,2022-07-01,Business,1860209,1232031,0,12.94,1.35,Standard
LN-100481,Bhagalpur,2022-06-21,Business,3520818,1627630,0,11.39,1.34,Standard
LN-100482,Gaya,2023-01-21,Auto,759587,576476,0,11.59,1.07,Standard
LN-100483,Gaya,2024-01-19,Auto,417931,374159,0,11.27,1.1,Standard
LN-100484,Gaya,2025-04-07,Business,3140367,1985125,18,12.51,1.33,SMA-0
LN-100485,Boring Road,2022-03-27,Home,2321447,1363442,0,8.52,1.55,Standard
LN-100486,Muzaffarpur,2022-06-05,Business,846702,650991,0,11.53,1.15,Standard
LN-100487,Boring Road,2023-08-18,Home,1093045,445790,0,9.86,1.54,Standard
LN-100488,Gaya,2020-04-27,Home,1539952,1124697,0,9.68,1.52,Standard
LN-100489,Kankarbagh,2022-10-11,Business,3366761,2188013,0,12.42,1.15,Standard
LN-100490,Muzaffarpur,2022-03-28,Home,2986045,2706406,0,9.36,1.25,Standard
LN-100491,Gaya,2021-08-22,Agri,170033,146426,0,7.43,1.02,Standard
LN-100492,Kankarbagh,2020-06-26,Personal,461675,379997,0,13.44,0.0,Standard
LN-100493,Gaya,2019-05-18,Business,2502440,2224675,0,12.76,1.29,Standard
LN-100494,Hajipur,2019-10-03,Home,2412000,1242292,0,9.22,1.51,Standard
LN-100495,Boring Road,2023-01-13,Agri,424274,352685,89,7.24,0.86,SMA-2
LN-100496,Bhagalpur,2024-08-23,Agri,329000,203363,65,8.18,0.87,SMA-2
LN-100497,Muzaffarpur,2022-04-19,Personal,66916,42842,147,14.93,0.0,NPA
LN-100498,Hajipur,2021-05-05,Personal,170738,141043,0,14.68,0.0,Standard
LN-100499,Muzaffarpur,2024-08-29,Business,755773,342987,0,11.13,1.12,Standard
LN-100500,Danapur,2023-08-03,Personal,429863,282528,13,14.33,0.0,SMA-0
LN-100501,Hajipur,2022-09-11,Business,959065,888866,0,11.14,1.26,Standard
LN-100502,Danapur,2024-02-06,Auto,440239,410087,0,10.22,1.0,Standard
LN-100503,Danapur,2019-03-09,Home,1614567,1434459,0,9.58,1.37,Standard
LN-100504,Patna Main,2022-04-28,Personal,455440,312505,0,14.84,0.0,Standard
LN-100505,Hajipur,2025-01-11,Personal,427231,152867,44,14.12,0.0,SMA-1
LN-100506,Boring Road,2022-06-06,Personal,346420,327326,0,13.09,0.0,Standard
LN-100507,Muzaffarpur,2024-02-07,Home,2290071,841901,0,8.21,1.51,Standard
LN-100508,Bhagalpur,2022-10-14,Home,2776617,1109660,0,9.79,1.52,Standard
LN-100509,Hajipur,2023-05-12,Agri,214154,107236,0,8.31,0.91,Standard
LN-100510,Gaya,2024-10-26,Agri,302464,277416,0,7.32,0.98,Standard
LN-100511,Gaya,2021-05-26,Business,4163129,1489257,0,11.06,1.28,Standard
LN-100512,Boring Road,2025-06-04,Business,1221798,459335,0,12.72,1.21,Standard
LN-100513,Danapur,2021-04-22,Auto,886766,568166,0,11.81,0.94,Standard
LN-100514,Bhagalpur,2021-03-29,Auto,409070,358575,0,11.52,1.08,Standard
LN-100515,Bhagalpur,2021-09-09,Personal,427061,316513,43,14.38,0.0,SMA-1
LN-100516,Danapur,2023-04-13,Auto,448662,291084,0,11.6,0.96,Standard
LN-100517,Patna Main,2021-07-07,Business,541102,445236,0,11.49,1.25,Standard
LN-100518,Danapur,2019-07-19,Agri,309854,115526,0,8.55,0.97,Standard
LN-100519,Boring Road,2019-03-16,Home,2535347,1120744,0,9.52,1.39,Standard
LN-100520,Muzaffarpur,2020-10-28,Business,1310131,1092962,0,11.21,1.24,Standard
LN-100521,Boring Road,2019-05-02,Business,3701265,1300467,0,12.0,1.22,Standard
LN-100522,Hajipur,2019-08-11,Personal,361720,243256,0,13.91,0.0,Standard
LN-100523,Bhagalpur,2024-09-07,Personal,343548,125204,0,13.42,0.0,Standard
LN-100524,Boring Road,2020-03-28,Personal,435638,264619,0,14.09,0.0,Standard
LN-100525,Hajipur,2020-02-20,Auto,398598,196652,0,10.61,0.96,Standard
LN-100526,Patna Main,2022-10-03,Business,1740029,1210613,0,11.16,1.3,Standard
LN-100527,Danapur,2023-07-27,Home,1697086,1057919,0,9.83,1.58,Standard
LN-100528,Kankarbagh,2019-05-06,Personal,467622,364746,2,14.7,0.0,SMA-0
LN-100529,Kankarbagh,2023-12-15,Auto,357478,327324,0,10.51,1.02,Standard
LN-100530,Muzaffarpur,2024-04-22,Auto,665411,409712,36,10.55,1.19,SMA-1
LN-100531,Muzaffarpur,2025-02-06,Home,2529797,1402589,0,8.0,1.56,Standard
LN-100532,Patna Main,2024-12-19,Business,2503062,2069430,0,12.65,1.08,Standard
LN-100533,Kankarbagh,2020-05-14,Auto,957433,372014,0,10.42,1.25,Standard
LN-100534,Boring Road,2024-10-26,Home,1827421,1086406,0,9.3,1.48,Standard
LN-100535,Kankarbagh,2020-04-29,Home,857176,521877,0,9.22,1.61,Standard
LN-100536,Danapur,2023-05-21,Personal,137258,109479,0,13.68,0.0,Standard
LN-100537,Kankarbagh,2021-11-28,Agri,196220,93308,0,8.31,1.04,Standard
LN-100538,Patna Main,2019-10-02,Personal,414336,164394,0,13.15,0.0,Standard
LN-100539,Hajipur,2024-09-21,Home,1273380,941079,0,9.84,1.48,Standard
LN-100540,Boring Road,2020-12-10,Auto,404950,237653,0,11.72,1.08,Standard
LN-100541,Danapur,2021-07-15,Auto,638366,235186,0,11.61,0.97,Standard
LN-100542,Boring Road,2019-10-25,Personal,195568,167678,0,13.32,0.0,Standard
LN-100543,Kankarbagh,2019-07-07,Personal,357747,181674,0,13.96,0.0,Standard
LN-100544,Patna Main,2025-05-22,Business,980142,726615,0,11.13,1.23,Standard
LN-100545,Kankarbagh,2025-01-29,Home,1345552,757844,0,8.74,1.49,Standard
LN-100546,Danapur,2020-04-01,Personal,244239,162133,0,14.82,0.0,Standard
LN-100547,Gaya,2021-03-05,Home,2397077,882254,0,9.71,1.56,Standard
LN-100548,Muzaffarpur,2020-02-12,Home,2778831,985161,0,8.47,1.47,Standard
LN-100549,Boring Road,2025-03-24,Home,2638549,1097447,0,8.81,1.49,Standard
LN-100550,Boring Road,2019-09-06,Auto,482260,292007,0,10.53,0.97,Standard
LN-100551,Bhagalpur,2019-10-20,Auto,550693,376053,0,11.49,1.1,Standard
LN-100552,Patna Main,2023-11-04,Personal,499798,192892,0,13.48,0.0,Standard
LN-100553,Bhagalpur,2021-12-22,Home,2126541,850293,0,9.57,1.39,Standard
LN-100554,Muzaffarpur,2022-02-23,Home,2700080,1103682,0,8.14,1.47,Standard
LN-100555,Patna Main,2019-02-14,Personal,299023,136948,0,14.29,0.0,Standard
LN-100556,Kankarbagh,2024-08-05,Personal,66891,32807,0,14.3,0.0,Standard
LN-100557,Kankarbagh,2023-02-15,Home,2150595,1858953,0,9.4,1.47,Standard
LN-100558,Hajipur,2021-06-07,Home,2723021,1086975,0,8.88,1.55,Standard
LN-100559,Gaya,2021-03-27,Home,1603338,863262,0,8.05,1.58,Standard
LN-100560,Bhagalpur,2024-05-08,Home,2309614,1131389,0,9.35,1.35,Standard
LN-100561,Bhagalpur,2022-06-23,Home,1707565,1079633,0,8.54,1.61,Standard
LN-100562,Kankarbagh,2019-04-05,Agri,437414,328586,14,7.48,1.02,SMA-0
LN-100563,Gaya,2024-02-04,Business,1798648,907793,0,11.28,1.19,Standard
LN-100564,Kankarbagh,2020-07-15,Home,1305564,782837,0,9.16,1.61,Standard
LN-100565,Bhagalpur,2019-11-25,Business,977541,590148,0,12.58,1.23,Standard
LN-100566,Gaya,2022-01-06,Home,1735172,1603576,0,8.19,1.6,Standard
LN-100567,Kankarbagh,2022-04-01,Auto,1159412,417973,0,11.74,0.96,Standard
LN-100568,Bhagalpur,2024-10-01,Auto,855098,453343,0,10.49,1.13,Standard
LN-100569,Danapur,2024-11-07,Personal,357386,204331,0,13.87,0.0,Standard
LN-100570,Danapur,2021-11-13,Personal,182827,83902,0,13.82,0.0,Standard
LN-100571,Bhagalpur,2019-08-22,Agri,369942,145778,0,7.42,1.04,Standard
LN-100572,Muzaffarpur,2021-01-08,Auto,310077,171788,0,11.57,1.09,Standard
LN-100573,Kankarbagh,2025-01-31,Home,2606234,2430518,0,9.8,1.36,Standard
LN-100574,Danapur,2023-02-03,Home,2308600,1492751,0,9.28,1.24,Standard
LN-100575,Bhagalpur,2019-11-15,Business,1448726,1042488,13,12.88,1.19,SMA-0
LN-100576,Kankarbagh,2022-07-12,Personal,236479,190378,0,14.62,0.0,Standard
LN-100577,Boring Road,2023-02-23,Personal,404654,180703,0,14.92,0.0,Standard
LN-100578,Hajipur,2021-03-15,Business,2211454,1709314,0,12.3,1.15,Standard
LN-100579,Patna Main,2019-07-06,Home,1071501,921268,0,9.19,1.27,Standard
LN-100580,Boring Road,2019-01-20,Auto,887892,348081,0,11.39,1.21,Standard
LN-100581,Boring Road,2021-08-26,Home,1764563,1571110,0,8.16,1.2,Standard
LN-100582,Hajipur,2024-11-09,Home,1631898,899525,0,8.83,1.34,Standard
LN-100583,Boring Road,2021-12-17,Auto,571074,517583,0,10.13,0.99,Standard
LN-100584,Bhagalpur,2022-09-08,Home,1902894,1657165,0,8.28,1.33,Standard
LN-100585,Gaya,2023-09-28,Personal,343797,275300,0,13.59,0.0,Standard
LN-100586,Kankarbagh,2020-01-21,Home,2106020,1750517,0,8.38,1.22,Standard
LN-100587,Bhagalpur,2020-01-18,Personal,471533,395517,0,14.13,0.0,Standard
LN-100588,Hajipur,2024-02-17,Home,1608337,771154,0,9.0,1.29,Standard
LN-100589,Danapur,2019-04-07,Personal,223983,82547,0,14.03,0.0,Standard
LN-100590,Hajipur,2021-04-18,Home,2705222,2410608,0,8.26,1.6,Standard
LN-100591,Hajipur,2022-06-22,Home,2741666,2319984,0,8.11,1.36,Standard
LN-100592,Kankarbagh,2021-08-26,Personal,96733,52721,0,13.35,0.0,Standard
LN-100593,Muzaffarpur,2020-05-04,Personal,178540,83668,0,14.37,0.0,Standard
LN-100594,Gaya,2019-10-14,Auto,625865,258939,0,10.97,1.14,Standard
LN-100595,Gaya,2024-05-07,Home,2954008,1597954,0,9.54,1.58,Standard
LN-100596,Boring Road,2022-07-12,Auto,768550,603174,0,11.54,1.14,Standard
LN-100597,Bhagalpur,2025-04-02,Home,1968494,1702596,0,9.37,1.24,Standard
LN-100598,Boring Road,2022-10-27,Home,1087477,811602,0,8.29,1.37,Standard
LN-100599,Kankarbagh,2022-03-25,Personal,425323,161936,0,14.06,0.0,Standard
LN-100600,Kankarbagh,2023-07-23,Personal,215678,144313,0,13.48,0.0,Standard
LN-100601,Bhagalpur,2020-05-19,Auto,1146108,633591,0,11.94,1.23,Standard
LN-100602,Kankarbagh,2023-05-03,Home,1888710,1726030,0,9.21,1.39,Standard
LN-100603,Bhagalpur,2020-06-14,Home,2751326,1296203,0,8.21,1.5,Standard
LN-100604,Kankarbagh,2024-10-01,Business,3342486,1225338,0,12.95,1.19,Standard
LN-100605,Danapur,2022-10-31,Personal,214334,170791,0,14.32,0.0,Standard
LN-100606,Hajipur,2019-02-12,Home,800496,556293,0,9.21,1.52,Standard
LN-100607,Hajipur,2021-12-25,Business,3243585,1753721,0,11.75,1.36,Standard
LN-100608,Gaya,2019-02-21,Auto,696616,637860,0,11.51,1.24,Standard
LN-100609,Kankarbagh,2019-08-02,Business,2549944,1878101,0,12.51,1.38,Standard
LN-100610,Kankarbagh,2023-11-25,Business,2624139,1431589,0,11.48,1.32,Standard
LN-100611,Muzaffarpur,2020-12-08,Personal,401730,223831,0,14.76,0.0,Standard
LN-100612,Bhagalpur,2024-02-10,Home,1001330,856722,0,9.57,1.59,Standard
LN-100613,Muzaffarpur,2019-09-20,Business,2296222,1300904,0,12.77,1.06,Standard
LN-100614,Patna Main,2019-10-05,Agri,126815,49761,0,7.4,1.0,Standard
LN-100615,Bhagalpur,2023-03-29,Auto,721364,458780,0,10.64,1.04,Standard
LN-100616,Boring Road,2025-06-06,Auto,1179635,1031434,0,10.97,1.24,Standard
LN-100617,Boring Road,2025-02-01,Auto,997865,474038,0,11.31,1.05,Standard
LN-100618,Gaya,2020-06-20,Personal,291975,177935,0,15.0,0.0,Standard
LN-100619,Patna Main,2022-12-31,Home,2020517,1663535,0,8.44,1.23,Standard
LN-100620,Danapur,2019-11-12,Business,4136193,3028385,0,11.65,1.35,Standard
LN-100621,Patna Main,2025-02-17,Agri,640583,296006,0,8.34,1.08,Standard
LN-100622,Boring Road,2020-11-03,Home,2385425,1637971,0,9.74,1.27,Standard
LN-100623,Danapur,2024-08-19,Auto,358116,130373,0,11.02,1.22,Standard
LN-100624,Gaya,2023-12-01,Agri,687165,303675,0,7.27,1.09,Standard
LN-100625,Bhagalpur,2024-10-03,Personal,366750,220843,0,13.11,0.0,Standard
LN-100626,Danapur,2021-08-28,Business,3353851,1506743,0,12.03,1.21,Standard
LN-100627,Danapur,2020-03-25,Home,1533516,722590,0,8.55,1.5,Standard
LN-100628,Gaya,2019-10-13,Business,4785554,4170866,317,11.28,1.34,NPA
LN-100629,Danapur,2023-07-31,Auto,969735,655358,0,11.99,1.19,Standard
LN-100630,Danapur,2022-06-23,Home,2520201,1541326,0,8.89,1.26,Standard
LN-100631,Bhagalpur,2023-09-07,Home,2124519,1121067,0,9.54,1.39,Standard
